word,root
وَٱجْعَل,واجعل,واجعل
يُقَٰتِلُونَ,يقاتلون,يقاتلون
فَقَٰتِلُوٓا۟,فقاتلوا,فقاتلوا
كَيْدَ,كيد,كيد
كُفُّوٓا۟,كفوا,كفوا
أَيْدِيَكُمْ,ايديكم,ايديكم
يَخْشَوْنَ,يخشون,يخشون
كَخَشْيَةِ,كخشية,كخشية
خَشْيَةً,خشية,خشية
كَتَبْتَ,كتبت,كتبت
ٱلْقِتَالَ,القتال,القتال
لَوْلَآ,لولا,لولا
أَخَّرْتَنَآ,اخرتنا,اخرتنا
وَٱلْءَاخِرَةُ,والءاخرة,والءاخرة
لِّمَنِ,لمن,لمن
أَيْنَمَا,اينما,اينما
يُدْرِككُّمُ,يدرككم,يدرككم
بُرُوجٍ,بروج,بروج
مُّشَيَّدَةٍ,مشيدة,مشيدة
تُصِبْهُمْ,تصبهم,تصبهم
يَقُولُوا۟,يقولوا,يقولوا
هَٰذِهِۦ,هاذه,هاذه
عِندِكَ,عندك,عندك
فَمَالِ,فمال,فمال
يَكَادُونَ,يكادون,يكادون
يَفْقَهُونَ,يفقهون,يفقهون
أَصَابَكَ,اصابك,اصابك
حَسَنَةٍ,حسنة,حسنة
سَيِّئَةٍ,سيية,سيية
نَّفْسِكَ,نفسك,نفسك
وَأَرْسَلْنَٰكَ,وارسلناك,وارسلناك
أَطَاعَ,اطاع,اطاع
حَفِيظًا,حفيظا,حفيظا
طَاعَةٌ,طاعة,طاعة
بَيَّتَ,بيت,بيت
طَآئِفَةٌ,طايفة,طايفة
يَكْتُبُ,يكتب,يكتب
يُبَيِّتُونَ,يبيتون,يبيتون
وَتَوَكَّلْ,وتوكل,وتوكل
وَكِيلًا,وكيلا,وكيلا
يَتَدَبَّرُونَ,يتدبرون,يتدبرون
ٱلْقُرْءَانَ,القرءان,القرءان
ٱخْتِلَٰفًا,اختلافا,اختلافا
أَمْرٌ,امر,امر
ٱلْأَمْنِ,الامن,الامن
أَذَاعُوا۟,اذاعوا,اذاعوا
رَدُّوهُ,ردوه,ردوه
وَإِلَىٰٓ,والىا,والىا
أُو۟لِى,اولى,اولى
لَعَلِمَهُ,لعلمه,لعلمه
يَسْتَنۢبِطُونَهُۥ,يستنبطونه,يستنبطونه
لَٱتَّبَعْتُمُ,لاتبعتم,لاتبعتم
ٱلشَّيْطَٰنَ,الشيطان,الشيطان
فَقَٰتِلْ,فقاتل,فقاتل
نَفْسَكَ,نفسك,نفسك
وَحَرِّضِ,وحرض,وحرض
عَسَى,عسى,عسى
يَكُفَّ,يكف,يكف
بَأْسَ,باس,باس
بَأْسًا,باسا,باسا
وَأَشَدُّ,واشد,واشد
تَنكِيلًا,تنكيلا,تنكيلا
يَشْفَعْ,يشفع,يشفع
شَفَٰعَةً,شفاعة,شفاعة
كِفْلٌ,كفل,كفل
مُّقِيتًا,مقيتا,مقيتا
حُيِّيتُم,حييتم,حييتم
بِتَحِيَّةٍ,بتحية,بتحية
فَحَيُّوا۟,فحيوا,فحيوا
بِأَحْسَنَ,باحسن,باحسن
مِنْهَآ,منها,منها
رُدُّوهَآ,ردوها,ردوها
لَيَجْمَعَنَّكُمْ,ليجمعنكم,ليجمعنكم
أَصْدَقُ,اصدق,اصدق
أَرْكَسَهُم,اركسهم,اركسهم
كَسَبُوٓا۟,كسبوا,كسبوا
أَتُرِيدُونَ,اتريدون,اتريدون
تَهْدُوا۟,تهدوا,تهدوا
أَضَلَّ,اضل,اضل
يُضْلِلِ,يضلل,يضلل
فَتَكُونُونَ,فتكونون,فتكونون
يُهَاجِرُوا۟,يهاجروا,يهاجروا
فَخُذُوهُمْ,فخذوهم,فخذوهم
وَجَدتُّمُوهُمْ,وجدتموهم,وجدتموهم
يَصِلُونَ,يصلون,يصلون
قَوْمٍۭ,قوم,قوم
وَبَيْنَهُم,وبينهم,وبينهم
مِّيثَٰقٌ,ميثاق,ميثاق
جَآءُوكُمْ,جاءوكم,جاءوكم
حَصِرَتْ,حصرت,حصرت
يُقَٰتِلُوا۟,يقاتلوا,يقاتلوا
قَوْمَهُمْ,قومهم,قومهم
لَسَلَّطَهُمْ,لسلطهم,لسلطهم
فَلَقَٰتَلُوكُمْ,فلقاتلوكم,فلقاتلوكم
ٱعْتَزَلُوكُمْ,اعتزلوكم,اعتزلوكم
وَأَلْقَوْا۟,والقوا,والقوا
إِلَيْكُمُ,اليكم,اليكم
ٱلسَّلَمَ,السلم,السلم
سَتَجِدُونَ,ستجدون,ستجدون
ءَاخَرِينَ,ءاخرين,ءاخرين
يَأْمَنُوكُمْ,يامنوكم,يامنوكم
وَيَأْمَنُوا۟,ويامنوا,ويامنوا
رُدُّوٓا۟,ردوا,ردوا
أُرْكِسُوا۟,اركسوا,اركسوا
يَعْتَزِلُوكُمْ,يعتزلوكم,يعتزلوكم
وَيُلْقُوٓا۟,ويلقوا,ويلقوا
وَيَكُفُّوٓا۟,ويكفوا,ويكفوا
أَيْدِيَهُمْ,ايديهم,ايديهم
وَأُو۟لَٰٓئِكُمْ,واولايكم,واولايكم
لِمُؤْمِنٍ,لمومن,لمومن
يَقْتُلَ,يقتل,يقتل
مُؤْمِنًا,مومنا,مومنا
خَطَـًٔا,خطـا,خطـا
قَتَلَ,قتل,قتل
فَتَحْرِيرُ,فتحرير,فتحرير
رَقَبَةٍ,رقبة,رقبة
مُّؤْمِنَةٍ,مومنة,مومنة
وَدِيَةٌ,ودية,ودية
مُّسَلَّمَةٌ,مسلمة,مسلمة
أَهْلِهِۦٓ,اهله,اهله
يَصَّدَّقُوا۟,يصدقوا,يصدقوا
عَدُوٍّ,عدو,عدو
مُؤْمِنٌ,مومن,مومن
فَدِيَةٌ,فدية,فدية
وَتَحْرِيرُ,وتحرير,وتحرير
شَهْرَيْنِ,شهرين,شهرين
مُتَتَابِعَيْنِ,متتابعين,متتابعين
تَوْبَةً,توبة,توبة
يَقْتُلْ,يقتل,يقتل
مُّتَعَمِّدًا,متعمدا,متعمدا
فَجَزَآؤُهُۥ,فجزاوه,فجزاوه
وَغَضِبَ,وغضب,وغضب
وَلَعَنَهُۥ,ولعنه,ولعنه
وَأَعَدَّ,واعد,واعد
ضَرَبْتُمْ,ضربتم,ضربتم
فَتَبَيَّنُوا۟,فتبينوا,فتبينوا
أَلْقَىٰٓ,القىا,القىا
ٱلسَّلَٰمَ,السلام,السلام
لَسْتَ,لست,لست
تَبْتَغُونَ,تبتغون,تبتغون
عَرَضَ,عرض,عرض
فَعِندَ,فعند,فعند
مَغَانِمُ,مغانم,مغانم
كَثِيرَةٌ,كثيرة,كثيرة
فَمَنَّ,فمن,فمن
فَتَبَيَّنُوٓا۟,فتبينوا,فتبينوا
يَسْتَوِى,يستوى,يستوى
ٱلْقَٰعِدُونَ,القاعدون,القاعدون
غَيْرُ,غير,غير
ٱلضَّرَرِ,الضرر,الضرر
وَٱلْمُجَٰهِدُونَ,والمجاهدون,والمجاهدون
بِأَمْوَٰلِهِمْ,باموالهم,باموالهم
وَأَنفُسِهِمْ,وانفسهم,وانفسهم
ٱلْمُجَٰهِدِينَ,المجاهدين,المجاهدين
ٱلْقَٰعِدِينَ,القاعدين,القاعدين
دَرَجَةً,درجة,درجة
وَكُلًّا,وكلا,وكلا
وَعَدَ,وعد,وعد
ٱلْحُسْنَىٰ,الحسنىا,الحسنىا
وَفَضَّلَ,وفضل,وفضل
وَمَغْفِرَةً,ومغفرة,ومغفرة
وَرَحْمَةً,ورحمة,ورحمة
تَوَفَّىٰهُمُ,توفىاهم,توفىاهم
ظَالِمِىٓ,ظالمى,ظالمى
فِيمَ,فيم,فيم
كُنَّا,كنا,كنا
مُسْتَضْعَفِينَ,مستضعفين,مستضعفين
تَكُنْ,تكن,تكن
أَرْضُ,ارض,ارض
وَٰسِعَةً,واسعة,واسعة
فَتُهَاجِرُوا۟,فتهاجروا,فتهاجروا
وَسَآءَتْ,وساءت,وساءت
مَصِيرًا,مصيرا,مصيرا
ٱلْمُسْتَضْعَفِينَ,المستضعفين,المستضعفين
حِيلَةً,حيلة,حيلة
يَعْفُوَ,يعفو,يعفو
يُهَاجِرْ,يهاجر,يهاجر
مُرَٰغَمًا,مراغما,مراغما
وَسَعَةً,وسعة,وسعة
يَخْرُجْ,يخرج,يخرج
بَيْتِهِۦ,بيته,بيته
مُهَاجِرًا,مهاجرا,مهاجرا
يُدْرِكْهُ,يدركه,يدركه
وَقَعَ,وقع,وقع
تَقْصُرُوا۟,تقصروا,تقصروا
ٱلصَّلَوٰةِ,الصلواة,الصلواة
يَفْتِنَكُمُ,يفتنكم,يفتنكم
فَأَقَمْتَ,فاقمت,فاقمت
فَلْتَقُمْ,فلتقم,فلتقم
مَّعَكَ,معك,معك
وَلْيَأْخُذُوٓا۟,ولياخذوا,ولياخذوا
أَسْلِحَتَهُمْ,اسلحتهم,اسلحتهم
سَجَدُوا۟,سجدوا,سجدوا
فَلْيَكُونُوا۟,فليكونوا,فليكونوا
وَرَآئِكُمْ,ورايكم,ورايكم
وَلْتَأْتِ,ولتات,ولتات
أُخْرَىٰ,اخرىا,اخرىا
يُصَلُّوا۟,يصلوا,يصلوا
فَلْيُصَلُّوا۟,فليصلوا,فليصلوا
مَعَكَ,معك,معك
وَلْيَأْخُذُوا۟,ولياخذوا,ولياخذوا
حِذْرَهُمْ,حذرهم,حذرهم
وَأَسْلِحَتَهُمْ,واسلحتهم,واسلحتهم
تَغْفُلُونَ,تغفلون,تغفلون
أَسْلِحَتِكُمْ,اسلحتكم,اسلحتكم
وَأَمْتِعَتِكُمْ,وامتعتكم,وامتعتكم
فَيَمِيلُونَ,فيميلون,فيميلون
مَّيْلَةً,ميلة,ميلة
مَّطَرٍ,مطر,مطر
تَضَعُوٓا۟,تضعوا,تضعوا
أَسْلِحَتَكُمْ,اسلحتكم,اسلحتكم
وَخُذُوا۟,وخذوا,وخذوا
أَعَدَّ,اعد,اعد
قَضَيْتُمُ,قضيتم,قضيتم
جُنُوبِكُمْ,جنوبكم,جنوبكم
ٱطْمَأْنَنتُمْ,اطماننتم,اطماننتم
فَأَقِيمُوا۟,فاقيموا,فاقيموا
مَّوْقُوتًا,موقوتا,موقوتا
ٱبْتِغَآءِ,ابتغاء,ابتغاء
تَأْلَمُونَ,تالمون,تالمون
يَأْلَمُونَ,يالمون,يالمون
وَتَرْجُونَ,وترجون,وترجون
لِتَحْكُمَ,لتحكم,لتحكم
أَرَىٰكَ,ارىاك,ارىاك
لِّلْخَآئِنِينَ,للخاينين,للخاينين
خَصِيمًا,خصيما,خصيما
وَٱسْتَغْفِرِ,واستغفر,واستغفر
تُجَٰدِلْ,تجادل,تجادل
يَخْتَانُونَ,يختانون,يختانون
خَوَّانًا,خوانا,خوانا
أَثِيمًا,اثيما,اثيما
يَسْتَخْفُونَ,يستخفون,يستخفون
يَرْضَىٰ,يرضىا,يرضىا
ٱلْقَوْلِ,القول,القول
مُحِيطًا,محيطا,محيطا
جَٰدَلْتُمْ,جادلتم,جادلتم
يُجَٰدِلُ,يجادل,يجادل
أَم,ام,ام
يَعْمَلْ,يعمل,يعمل
سُوٓءًا,سوءا,سوءا
يَظْلِمْ,يظلم,يظلم
يَسْتَغْفِرِ,يستغفر,يستغفر
يَجِدِ,يجد,يجد
يَكْسِبْ,يكسب,يكسب
يَكْسِبُهُۥ,يكسبه,يكسبه
خَطِيٓـَٔةً,خطيـة,خطيـة
يَرْمِ,يرم,يرم
بَرِيٓـًٔا,بريـا,بريـا
ٱحْتَمَلَ,احتمل,احتمل
لَهَمَّت,لهمت,لهمت
يُضِلُّوكَ,يضلوك,يضلوك
يَضُرُّونَكَ,يضرونك,يضرونك
وَعَلَّمَكَ,وعلمك,وعلمك
تَعْلَمُ,تعلم,تعلم
كَثِيرٍ,كثير,كثير
نَّجْوَىٰهُمْ,نجوىاهم,نجوىاهم
بِصَدَقَةٍ,بصدقة,بصدقة
مَعْرُوفٍ,معروف,معروف
إِصْلَٰحٍۭ,اصلاح,اصلاح
يُشَاقِقِ,يشاقق,يشاقق
وَيَتَّبِعْ,ويتبع,ويتبع
نُوَلِّهِۦ,نوله,نوله
وَنُصْلِهِۦ,ونصله,ونصله
دُونِهِۦٓ,دونه,دونه
إِنَٰثًا,اناثا,اناثا
شَيْطَٰنًا,شيطانا,شيطانا
مَّرِيدًا,مريدا,مريدا
لَّعَنَهُ,لعنه,لعنه
لَأَتَّخِذَنَّ,لاتخذن,لاتخذن
عِبَادِكَ,عبادك,عبادك
وَلَأُضِلَّنَّهُمْ,ولاضلنهم,ولاضلنهم
وَلَأُمَنِّيَنَّهُمْ,ولامنينهم,ولامنينهم
وَلَءَامُرَنَّهُمْ,ولءامرنهم,ولءامرنهم
فَلَيُبَتِّكُنَّ,فليبتكن,فليبتكن
ءَاذَانَ,ءاذان,ءاذان
ٱلْأَنْعَٰمِ,الانعام,الانعام
فَلَيُغَيِّرُنَّ,فليغيرن,فليغيرن
خَلْقَ,خلق,خلق
خَسِرَ,خسر,خسر
خُسْرَانًا,خسرانا,خسرانا
يَعِدُهُمْ,يعدهم,يعدهم
وَيُمَنِّيهِمْ,ويمنيهم,ويمنيهم
يَعِدُهُمُ,يعدهم,يعدهم
غُرُورًا,غرورا,غرورا
يَجِدُونَ,يجدون,يجدون
مَحِيصًا,محيصا,محيصا
وَعْدَ,وعد,وعد
قِيلًا,قيلا,قيلا
بِأَمَانِيِّكُمْ,بامانيكم,بامانيكم
أَمَانِىِّ,امانى,امانى
يُجْزَ,يجز,يجز
يَدْخُلُونَ,يدخلون,يدخلون
مِّمَّنْ,ممن,ممن
وَٱتَّبَعَ,واتبع,واتبع
وَٱتَّخَذَ,واتخذ,واتخذ
خَلِيلًا,خليلا,خليلا
مُّحِيطًا,محيطا,محيطا
وَيَسْتَفْتُونَكَ,ويستفتونك,ويستفتونك
يُفْتِيكُمْ,يفتيكم,يفتيكم
يُتْلَىٰ,يتلىا,يتلىا
يَتَٰمَى,يتامى,يتامى
تُؤْتُونَهُنَّ,توتونهن,توتونهن
وَتَرْغَبُونَ,وترغبون,وترغبون
تَنكِحُوهُنَّ,تنكحوهن,تنكحوهن
ٱلْوِلْدَٰنِ,الولدان,الولدان
تَقُومُوا۟,تقوموا,تقوموا
لِلْيَتَٰمَىٰ,لليتامىا,لليتامىا
وَإِنِ,وان,وان
خَافَتْ,خافت,خافت
بَعْلِهَا,بعلها,بعلها
نُشُوزًا,نشوزا,نشوزا
إِعْرَاضًا,اعراضا,اعراضا
يُصْلِحَا,يصلحا,يصلحا
بَيْنَهُمَا,بينهما,بينهما
صُلْحًا,صلحا,صلحا
وَٱلصُّلْحُ,والصلح,والصلح
وَأُحْضِرَتِ,واحضرت,واحضرت
ٱلْأَنفُسُ,الانفس,الانفس
ٱلشُّحَّ,الشح,الشح
تُحْسِنُوا۟,تحسنوا,تحسنوا
تَسْتَطِيعُوٓا۟,تستطيعوا,تستطيعوا
حَرَصْتُمْ,حرصتم,حرصتم
ٱلْمَيْلِ,الميل,الميل
فَتَذَرُوهَا,فتذروها,فتذروها
كَٱلْمُعَلَّقَةِ,كالمعلقة,كالمعلقة
تُصْلِحُوا۟,تصلحوا,تصلحوا
يَتَفَرَّقَا,يتفرقا,يتفرقا
يُغْنِ,يغن,يغن
كُلًّا,كلا,كلا
سَعَتِهِۦ,سعته,سعته
وَٰسِعًا,واسعا,واسعا
وَصَّيْنَا,وصينا,وصينا
وَإِيَّاكُمْ,واياكم,واياكم
تَكْفُرُوا۟,تكفروا,تكفروا
حَمِيدًا,حميدا,حميدا
يَشَأْ,يشا,يشا
يُذْهِبْكُمْ,يذهبكم,يذهبكم
أَيُّهَا,ايها,ايها
وَيَأْتِ,ويات,ويات
بِـَٔاخَرِينَ,بـاخرين,بـاخرين
قَدِيرًا,قديرا,قديرا
ثَوَابُ,ثواب,ثواب
قَوَّٰمِينَ,قوامين,قوامين
ٱلْوَٰلِدَيْنِ,الوالدين,الوالدين
أَوْلَىٰ,اولىا,اولىا
ٱلْهَوَىٰٓ,الهوىا,الهوىا
تَلْوُۥٓا۟,تلوا,تلوا
تُعْرِضُوا۟,تعرضوا,تعرضوا
رَسُولِهِۦ,رسوله,رسوله
لِيَغْفِرَ,ليغفر,ليغفر
لِيَهْدِيَهُمْ,ليهديهم,ليهديهم
سَبِيلًۢا,سبيلا,سبيلا
بَشِّرِ,بشر,بشر
يَتَّخِذُونَ,يتخذون,يتخذون
أَيَبْتَغُونَ,ايبتغون,ايبتغون
عِندَهُمُ,عندهم,عندهم
ٱلْعِزَّةَ,العزة,العزة
سَمِعْتُمْ,سمعتم,سمعتم
يُكْفَرُ,يكفر,يكفر
وَيُسْتَهْزَأُ,ويستهزا,ويستهزا
تَقْعُدُوا۟,تقعدوا,تقعدوا
يَخُوضُوا۟,يخوضوا,يخوضوا
حَدِيثٍ,حديث,حديث
غَيْرِهِۦٓ,غيره,غيره
مِّثْلُهُمْ,مثلهم,مثلهم
وَٱلْكَٰفِرِينَ,والكافرين,والكافرين
يَتَرَبَّصُونَ,يتربصون,يتربصون
فَتْحٌ,فتح,فتح
نَكُن,نكن,نكن
مَّعَكُمْ,معكم,معكم
نَسْتَحْوِذْ,نستحوذ,نستحوذ
وَنَمْنَعْكُم,ونمنعكم,ونمنعكم
خَٰدِعُهُمْ,خادعهم,خادعهم
قَامُوٓا۟,قاموا,قاموا
كُسَالَىٰ,كسالىا,كسالىا
يُرَآءُونَ,يراءون,يراءون
مُّذَبْذَبِينَ,مذبذبين,مذبذبين
ٱلدَّرْكِ,الدرك,الدرك
ٱلْأَسْفَلِ,الاسفل,الاسفل
وَٱعْتَصَمُوا۟,واعتصموا,واعتصموا
وَأَخْلَصُوا۟,واخلصوا,واخلصوا
دِينَهُمْ,دينهم,دينهم
وَسَوْفَ,وسوف,وسوف
يُؤْتِ,يوت,يوت
بِعَذَابِكُمْ,بعذابكم,بعذابكم
شَكَرْتُمْ,شكرتم,شكرتم
وَءَامَنتُمْ,وءامنتم,وءامنتم
شَاكِرًا,شاكرا,شاكرا
ٱلْجَهْرَ,الجهر,الجهر
ظُلِمَ,ظلم,ظلم
سَمِيعًا,سميعا,سميعا
تَعْفُوا۟,تعفوا,تعفوا
يُفَرِّقُوا۟,يفرقوا,يفرقوا
وَنَكْفُرُ,ونكفر,ونكفر
يَتَّخِذُوا۟,يتخذوا,يتخذوا
ٱلْكَٰفِرُونَ,الكافرون,الكافرون
يُؤْتِيهِمْ,يوتيهم,يوتيهم
يَسْـَٔلُكَ,يسـلك,يسـلك
تُنَزِّلَ,تنزل,تنزل
سَأَلُوا۟,سالوا,سالوا
أَكْبَرَ,اكبر,اكبر
فَقَالُوٓا۟,فقالوا,فقالوا
أَرِنَا,ارنا,ارنا
فَأَخَذَتْهُمُ,فاخذتهم,فاخذتهم
بِظُلْمِهِمْ,بظلمهم,بظلمهم
ٱتَّخَذُوا۟,اتخذوا,اتخذوا
