word,root
يَسْتَطِيعُونَ,تطع,يستطيعون
ضَرْبًا,ضرب,ضربا
يَحْسَبُهُمُ,حسب,يحسبهم
ٱلْجَاهِلُ,ٱلجاهل,الجاهل
أَغْنِيَآءَ,غنيآء,اغنياء
ٱلتَّعَفُّفِ,ٱلتعفف,التعفف
تَعْرِفُهُم,عرف,تعرفهم
بِسِيمَٰهُمْ,يمٰ,بسيماهم
يَسْـَٔلُونَ,ـٔل,يسـلون
إِلْحَافًا,لحف,الحافا
أَمْوَٰلَهُم,وٰل,اموالهم
بِٱلَّيْلِ,ٱلل,باليل
وَعَلَانِيَةً,وعل,وعلانية
ٱلرِّبَوٰا۟,ٱلربوٰا۟,الربواا
يَقُومُونَ,يقم,يقومون
يَقُومُ,يقم,يقوم
يَتَخَبَّطُهُ,خبط,يتخبطه
ٱلْمَسِّ,ٱلمس,المس
ٱلْبَيْعُ,ٱلبيع,البيع
وَأَحَلَّ,أحل,واحل
ٱلْبَيْعَ,ٱلبيع,البيع
وَحَرَّمَ,حرم,وحرم
جَآءَهُۥ,جآءهۥ,جاءه
مَوْعِظَةٌ,وعظ,موعظة
فَٱنتَهَىٰ,ٱنتهىٰ,فانتهىا
سَلَفَ,سلف,سلف
وَأَمْرُهُۥٓ,أمرهۥٓ,وامره
عَادَ,عاد,عاد
يَمْحَقُ,محق,يمحق
وَيُرْبِى,ربى,ويربى
كُلَّ,كل,كل
كَفَّارٍ,كفر,كفار
أَثِيمٍ,اثم,اثيم
وَأَقَامُوا۟,وأقاموا۟,واقاموا
وَءَاتَوُا۟,ءاتوا۟,وءاتوا
ٱتَّقُوا۟,ٱتقوا۟,اتقوا
وَذَرُوا۟,ذروا۟,وذروا
بَقِىَ,بقى,بقى
ٱلرِّبَوٰٓا۟,ٱلربوٰٓا۟,الربواا
فَأْذَنُوا۟,أذنوا۟,فاذنوا
بِحَرْبٍ,حرب,بحرب
وَرَسُولِهِۦ,رسولهۦ,ورسوله
تُبْتُمْ,بتم,تبتم
فَلَكُمْ,لكم,فلكم
رُءُوسُ,رءس,رءوس
أَمْوَٰلِكُمْ,وٰل,اموالكم
تَظْلِمُونَ,ظلم,تظلمون
عُسْرَةٍ,عسر,عسرة
فَنَظِرَةٌ,نظر,فنظرة
مَيْسَرَةٍ,يسر,ميسرة
تَصَدَّقُوا۟,صدقوا۟,تصدقوا
تُوَفَّىٰ,فىٰ,توفىا
نَفْسٍ,نفس,نفس
يُظْلَمُونَ,ظلم,يظلمون
تَدَايَنتُم,دين,تداينتم
بِدَيْنٍ,بدن,بدين
أَجَلٍ,اجل,اجل
مُّسَمًّى,سمى,مسمى
فَٱكْتُبُوهُ,ٱكتبو,فاكتبوه
وَلْيَكْتُب,كتب,وليكتب
بَّيْنَكُمْ,بين,بينكم
كَاتِبٌۢ,كاتبۢ,كاتب
بِٱلْعَدْلِ,ٱلعدل,بالعدل
يَأْبَ,يأب,ياب
كَاتِبٌ,كتب,كاتب
يَكْتُبَ,كتب,يكتب
عَلَّمَهُ,علم,علمه
فَلْيَكْتُبْ,كتب,فليكتب
وَلْيُمْلِلِ,ملل,وليملل
وَلْيَتَّقِ,يتق,وليتق
رَبَّهُۥ,ربهۥ,ربه
يَبْخَسْ,بخس,يبخس
سَفِيهًا,سفي,سفيها
ضَعِيفًا,ضعف,ضعيفا
يَسْتَطِيعُ,تطع,يستطيع
يُمِلَّ,يمل,يمل
فَلْيُمْلِلْ,ملل,فليملل
وَلِيُّهُۥ,يهۥ,وليه
وَٱسْتَشْهِدُوا۟,وٱستشهدوا۟,واستشهدوا
شَهِيدَيْنِ,شهد,شهيدين
رِّجَالِكُمْ,رجل,رجالكم
يَكُونَا,يكو,يكونا
رَجُلَيْنِ,رجل,رجلين
فَرَجُلٌ,رجل,فرجل
وَٱمْرَأَتَانِ,ٱمرأ,وامراتان
تَرْضَوْنَ,ترض,ترضون
ٱلشُّهَدَآءِ,ٱلشهدآء,الشهداء
تَضِلَّ,تضل,تضل
إِحْدَىٰهُمَا,حدىٰ,احدىاهما
فَتُذَكِّرَ,ذكر,فتذكر
ٱلْأُخْرَىٰ,ٱلأخرىٰ,الاخرىا
ٱلشُّهَدَآءُ,ٱلشهدآء,الشهداء
دُعُوا۟,دعوا۟,دعوا
تَسْـَٔمُوٓا۟,تسـٔموٓا۟,تسـموا
تَكْتُبُوهُ,كبو,تكتبوه
صَغِيرًا,صغر,صغيرا
كَبِيرًا,كبر,كبيرا
أَجَلِهِۦ,جلهۦ,اجله
أَقْسَطُ,قسط,اقسط
وَأَقْوَمُ,أقم,واقوم
لِلشَّهَٰدَةِ,شهٰد,للشهادة
وَأَدْنَىٰٓ,أدنىٰٓ,وادنىا
تَرْتَابُوٓا۟,ترتابوٓا۟,ترتابوا
تِجَٰرَةً,جٰر,تجارة
حَاضِرَةً,حضر,حاضرة
تُدِيرُونَهَا,ديرو,تديرونها
تَكْتُبُوهَا,كبو,تكتبوها
وَأَشْهِدُوٓا۟,وأشهدوٓا۟,واشهدوا
تَبَايَعْتُمْ,بيع,تبايعتم
يُضَآرَّ,ضٓر,يضار
شَهِيدٌ,شهد,شهيد
فُسُوقٌۢ,وقۢ,فسوق
بِكُمْ,بكم,بكم
تَجِدُوا۟,جدوا۟,تجدوا
كَاتِبًا,كتب,كاتبا
فَرِهَٰنٌ,رهٰ,فرهان
مَّقْبُوضَةٌ,قبض,مقبوضة
أَمِنَ,امن,امن
بَعْضُكُم,بعض,بعضكم
بَعْضًا,بعض,بعضا
فَلْيُؤَدِّ,يؤد,فليود
ٱؤْتُمِنَ,ٱؤتم,اوتمن
أَمَٰنَتَهُۥ,مٰنتهۥ,امانته
تَكْتُمُوا۟,كتموا۟,تكتموا
ٱلشَّهَٰدَةَ,ٱلشهٰد,الشهادة
يَكْتُمْهَا,كتم,يكتمها
فَإِنَّهُۥٓ,إنهۥٓ,فانه
ءَاثِمٌ,ءثم,ءاثم
قَلْبُهُۥ,قلبهۥ,قلبه
تُخْفُوهُ,خفو,تخفوه
يُحَاسِبْكُم,حسب,يحاسبكم
فَيَغْفِرُ,غفر,فيغفر
وَيُعَذِّبُ,عذب,ويعذب
وَٱلْمُؤْمِنُونَ,ٱلمؤم,والمومنون
وَكُتُبِهِۦ,كتبهۦ,وكتبه
رُّسُلِهِۦ,رسلهۦ,رسله
وَأَطَعْنَا,أطع,واطعنا
غُفْرَانَكَ,غفر,غفرانك
وَإِلَيْكَ,وإل,واليك
يُكَلِّفُ,كلف,يكلف
وَعَلَيْهَا,وعل,وعليها
ٱكْتَسَبَتْ,ٱكتسب,اكتسبت
تُؤَاخِذْنَآ,تؤاخذنآ,تواخذنا
نَّسِينَآ,ينٓ,نسينا
أَخْطَأْنَا,خطأ,اخطانا
تَحْمِلْ,حمل,تحمل
إِصْرًا,اصر,اصرا
حَمَلْتَهُۥ,حملتهۥ,حملته
قَبْلِنَا,قبل,قبلنا
تُحَمِّلْنَا,حمل,تحملنا
وَٱعْفُ,ٱعف,واعف
عَنَّا,عنا,عنا
وَٱغْفِرْ,ٱغفر,واغفر
وَٱرْحَمْنَآ,وٱرحمنآ,وارحمنا
مَوْلَىٰنَا,ولىٰ,مولىانا
فَٱنصُرْنَا,ٱنصر,فانصرنا
ٱلتَّوْرَىٰةَ,ٱلتورىٰة,التورىاة
وَٱلْإِنجِيلَ,وٱلإنجيل,والانجيل
ٱلْفُرْقَانَ,ٱلفرق,الفرقان
شَدِيدٌ,شدد,شديد
ٱنتِقَامٍ,ٱنتقام,انتقام
يَخْفَىٰ,خفىٰ,يخفىا
يُصَوِّرُكُمْ,يصر,يصوركم
ٱلْأَرْحَامِ,ٱلأرحام,الارحام
ءَايَٰتٌ,ءيٰ,ءايات
مُّحْكَمَٰتٌ,حكمٰ,محكمات
أُمُّ,ام,ام
وَأُخَرُ,أخر,واخر
مُتَشَٰبِهَٰتٌ,متشٰبهٰت,متشابهات
زَيْغٌ,زيغ,زيغ
فَيَتَّبِعُونَ,تبع,فيتبعون
ٱلْفِتْنَةِ,ٱلف,الفتنة
وَٱبْتِغَآءَ,وٱبتغآء,وابتغاء
تَأْوِيلِهِۦ,أويلهۦ,تاويله
تَأْوِيلَهُۥٓ,تأويلهۥٓ,تاويله
وَٱلرَّٰسِخُونَ,ٱلرٰسخ,والراسخون
رَبِّنَا,ربن,ربنا
تُزِغْ,تزغ,تزغ
قُلُوبَنَا,قلب,قلوبنا
هَدَيْتَنَا,هدت,هديتنا
وَهَبْ,وهب,وهب
لَّدُنكَ,لدن,لدنك
رَحْمَةً,رحم,رحمة
ٱلْوَهَّابُ,ٱلوهاب,الوهاب
جَامِعُ,جمع,جامع
لِيَوْمٍ,ليم,ليوم
يُخْلِفُ,خلف,يخلف
ٱلْمِيعَادَ,ٱلميعاد,الميعاد
تُغْنِىَ,غنى,تغنى
عَنْهُمْ,عنهم,عنهم
أَمْوَٰلُهُمْ,وٰل,اموالهم
أَوْلَٰدُهُم,لٰد,اولادهم
وَقُودُ,وقد,وقود
كَدَأْبِ,كدأب,كداب
قَبْلِهِمْ,قبل,قبلهم
كَذَّبُوا۟,كذبوا۟,كذبوا
بِـَٔايَٰتِنَا,ـٔيٰ,بـاياتنا
فَأَخَذَهُمُ,أخذ,فاخذهم
بِذُنُوبِهِمْ,ذنب,بذنوبهم
سَتُغْلَبُونَ,غلب,ستغلبون
وَتُحْشَرُونَ,حشر,وتحشرون
جَهَنَّمَ,جهنم,جهنم
فِئَتَيْنِ,فئت,فيتين
ٱلْتَقَتَا,ٱلتق,التقتا
فِئَةٌ,فئة,فية
تُقَٰتِلُ,قٰتل,تقاتل
وَأُخْرَىٰ,أخرىٰ,واخرىا
كَافِرَةٌ,كفر,كافرة
يَرَوْنَهُم,يرن,يرونهم
مِّثْلَيْهِمْ,ثلي,مثليهم
رَأْىَ,رأى,راى
ٱلْعَيْنِ,ٱلع,العين
يُؤَيِّدُ,يؤد,يويد
بِنَصْرِهِۦ,صرهۦ,بنصره
لَعِبْرَةً,عبر,لعبرة
لِّأُو۟لِى,أو۟لى,لاولى
ٱلْأَبْصَٰرِ,ٱلأبصٰر,الابصار
حُبُّ,حب,حب
ٱلشَّهَوَٰتِ,ٱلشهوٰ,الشهوات
وَٱلْبَنِينَ,ٱلب,والبنين
وَٱلْقَنَٰطِيرِ,وٱلقنٰطير,والقناطير
ٱلْمُقَنطَرَةِ,ٱلمقنطرة,المقنطرة
ٱلذَّهَبِ,ٱلذهب,الذهب
وَٱلْفِضَّةِ,ٱلفض,والفضة
وَٱلْخَيْلِ,ٱلخيل,والخيل
ٱلْمُسَوَّمَةِ,ٱلمسوم,المسومة
وَٱلْأَنْعَٰمِ,وٱلأنعٰم,والانعام
وَٱلْحَرْثِ,ٱلحرث,والحرث
مَتَٰعُ,تٰع,متاع
حُسْنُ,حسن,حسن
ٱلْمَـَٔابِ,ٱلمـٔاب,المـاب
أَؤُنَبِّئُكُم,ؤنبئ,اونبيكم
جَنَّٰتٌ,جنٰ,جنات
وَأَزْوَٰجٌ,أزوٰج,وازواج
وَرِضْوَٰنٌ,رضٰ,ورضوان
إِنَّنَآ,نآ,اننا
فَٱغْفِرْ,ٱغفر,فاغفر
ذُنُوبَنَا,ذنب,ذنوبنا
وَٱلصَّٰدِقِينَ,ٱلصٰدق,والصادقين
وَٱلْقَٰنِتِينَ,ٱلقٰ,والقانتين
وَٱلْمُنفِقِينَ,ٱلمنفق,والمنفقين
وَٱلْمُسْتَغْفِرِينَ,وٱلمستغفر,والمستغفرين
بِٱلْأَسْحَارِ,بٱلأسحار,بالاسحار
أَنَّهُۥ,نهۥ,انه
وَأُو۟لُوا۟,وأو۟لوا۟,واولوا
قَآئِمًۢا,قآئمۢ,قايما
بِٱلْقِسْطِ,ٱلقسط,بالقسط
ٱلْإِسْلَٰمُ,ٱلإسلٰم,الاسلام
جَآءَهُمُ,جٓء,جاءهم
ٱلْعِلْمُ,ٱلعلم,العلم
حَآجُّوكَ,حآجو,حاجوك
فَقُلْ,فقل,فقل
وَجْهِىَ,جهى,وجهى
وَمَنِ,ومن,ومن
ٱتَّبَعَنِ,ٱتبع,اتبعن
وَقُل,وقل,وقل
وَٱلْأُمِّيِّۦنَ,وٱلأميۦن,والامين
ءَأَسْلَمْتُمْ,ءأسلم,ءاسلمتم
أَسْلَمُوا۟,وا۟,اسلموا
ٱلْبَلَٰغُ,ٱلبلٰغ,البلاغ
حَقٍّ,حق,حق
يَأْمُرُونَ,أمر,يامرون
فَبَشِّرْهُم,بشر,فبشرهم
بِعَذَابٍ,عذب,بعذاب
أَلِيمٍ,الم,اليم
نَّٰصِرِينَ,ٰصر,ناصرين
نَصِيبًا,نصب,نصيبا
يُدْعَوْنَ,يدع,يدعون
كِتَٰبِ,كتٰب,كتاب
يَتَوَلَّىٰ,لىٰ,يتولىا
وَهُم,وهم,وهم
وَغَرَّهُمْ,وغر,وغرهم
دِينِهِم,دين,دينهم
يَفْتَرُونَ,فتر,يفترون
فَكَيْفَ,فكف,فكيف
جَمَعْنَٰهُمْ,جمعنٰ,جمعناهم
وَوُفِّيَتْ,وفت,ووفيت
ٱللَّهُمَّ,ٱلل,اللهم
مَٰلِكَ,ٰلك,مالك
ٱلْمُلْكِ,ٱلمل,الملك
تُؤْتِى,ؤتى,توتى
تَشَآءُ,شٓء,تشاء
وَتَنزِعُ,نزع,وتنزع
وَتُعِزُّ,تعز,وتعز
وَتُذِلُّ,تذل,وتذل
بِيَدِكَ,بيد,بيدك
ٱلْخَيْرُ,ٱلخير,الخير
تُولِجُ,ولج,تولج
ٱلَّيْلَ,ٱلل,اليل
ٱلنَّهَارِ,ٱلنهار,النهار
وَتُولِجُ,ولج,وتولج
ٱلنَّهَارَ,ٱلنهار,النهار
وَتُخْرِجُ,خرج,وتخرج
ٱلْحَىَّ,ٱلحى,الحى
ٱلْمَيِّتِ,ٱلم,الميت
ٱلْمَيِّتَ,ٱلم,الميت
ٱلْحَىِّ,ٱلحى,الحى
وَتَرْزُقُ,رزق,وترزق
يَتَّخِذِ,تخذ,يتخذ
ٱلْمُؤْمِنُونَ,ٱلمؤم,المومنون
أَوْلِيَآءَ,يٓء,اولياء
تَتَّقُوا۟,قو۟,تتقوا
تُقَىٰةً,قىٰ,تقىاة
وَيُحَذِّرُكُمُ,حذر,ويحذركم
تُخْفُوا۟,خفوا۟,تخفوا
صُدُورِكُمْ,صدر,صدوركم
تُبْدُوهُ,بدو,تبدوه
وَيَعْلَمُ,علم,ويعلم
تَجِدُ,تجد,تجد
عَمِلَتْ,عمل,عملت
مُّحْضَرًا,حضر,محضرا
سُوٓءٍ,وٓء,سوء
تَوَدُّ,تود,تود
بَيْنَهَا,بين,بينها
وَبَيْنَهُۥٓ,هۥٓ,وبينه
أَمَدًۢا,مدۢ,امدا
بَعِيدًا,بعد,بعيدا
تُحِبُّونَ,تحب,تحبون
فَٱتَّبِعُونِى,فٱتبعونى,فاتبعونى
يُحْبِبْكُمُ,حبب,يحببكم
وَيَغْفِرْ,غفر,ويغفر
ذُنُوبَكُمْ,ذنب,ذنوبكم
أَطِيعُوا۟,طيعوا۟,اطيعوا
وَٱلرَّسُولَ,ٱلرسول,والرسول
ٱصْطَفَىٰٓ,ٱصطفىٰٓ,اصطفىا
وَنُوحًا,ونح,ونوحا
وَءَالَ,وءل,وءال
إِبْرَٰهِيمَ,رٰهيم,ابراهيم
عِمْرَٰنَ,عمرٰ,عمران
ذُرِّيَّةًۢ,ذريةۢ,ذرية
بَعْضُهَا,بعض,بعضها
قَالَتِ,قلت,قالت
ٱمْرَأَتُ,ٱمرأ,امرات
نَذَرْتُ,نذر,نذرت
بَطْنِى,طنى,بطنى
مُحَرَّرًا,حرر,محررا
فَتَقَبَّلْ,قبل,فتقبل
وَضَعَتْهَا,وضع,وضعتها
قَالَتْ,قلت,قالت
وَضَعْتُهَآ,ضعتهآ,وضعتها
أُنثَىٰ,ثىٰ,انثىا
وَضَعَتْ,وضع,وضعت
ٱلذَّكَرُ,ٱلذكر,الذكر
كَٱلْأُنثَىٰ,كٱلأنثىٰ,كالانثىا
وَإِنِّى,إنى,وانى
سَمَّيْتُهَا,سمت,سميتها
وَإِنِّىٓ,إنىٓ,وانى
أُعِيذُهَا,اعذ,اعيذها
بِكَ,بك,بك
وَذُرِّيَّتَهَا,وذر,وذريتها
ٱلرَّجِيمِ,ٱلرجيم,الرجيم
فَتَقَبَّلَهَا,قبل,فتقبلها
رَبُّهَا,ربه,ربها
بِقَبُولٍ,قبل,بقبول
حَسَنٍ,حسن,حسن
وَأَنۢبَتَهَا,أنۢب,وانبتها
نَبَاتًا,نبت,نباتا
وَكَفَّلَهَا,كفل,وكفلها
زَكَرِيَّا,زكر,زكريا
دَخَلَ,دخل,دخل
ٱلْمِحْرَابَ,ٱلمحراب,المحراب
وَجَدَ,وجد,وجد
عِندَهَا,عند,عندها
يَٰمَرْيَمُ,ٰمريم,يامريم
لَكِ,لك,لك
هُنَالِكَ,هنل,هنالك
دَعَا,دعا,دعا
هَبْ,هب,هب
ذُرِّيَّةً,ذرة,ذرية
طَيِّبَةً,طيب,طيبة
سَمِيعُ,سمع,سميع
ٱلدُّعَآءِ,ٱلدعآء,الدعاء
فَنَادَتْهُ,فند,فنادته
قَآئِمٌ,قآئم,قايم
يُصَلِّى,صلى,يصلى
ٱلْمِحْرَابِ,ٱلمحراب,المحراب
يُبَشِّرُكَ,بشر,يبشرك
بِيَحْيَىٰ,حيىٰ,بيحيىا
مُصَدِّقًۢا,صدقۢ,مصدقا
بِكَلِمَةٍ,كلم,بكلمة
وَسَيِّدًا,وسد,وسيدا
وَحَصُورًا,حصر,وحصورا
وَنَبِيًّا,ونب,ونبيا
غُلَٰمٌ,غلٰم,غلام
بَلَغَنِىَ,غنى,بلغنى
وَٱمْرَأَتِى,ٱمرأتى,وامراتى
عَاقِرٌ,عقر,عاقر
ٱجْعَل,ٱجعل,اجعل
لِّىٓ,لىٓ,لى
ءَايَتُكَ,ءيت,ءايتك
تُكَلِّمَ,كلم,تكلم
رَمْزًا,رمز,رمزا
وَٱذْكُر,ٱذكر,واذكر
رَّبَّكَ,ربك,ربك
وَسَبِّحْ,سبح,وسبح
بِٱلْعَشِىِّ,ٱلعشى,بالعشى
وَٱلْإِبْكَٰرِ,وٱلإبكٰر,والابكار
ٱصْطَفَىٰكِ,ٱصطفىٰ,اصطفىاك
وَطَهَّرَكِ,طهر,وطهرك
وَٱصْطَفَىٰكِ,وٱصطفىٰك,واصطفىاك
نِسَآءِ,سٓء,نساء
ٱقْنُتِى,ٱقنتى,اقنتى
لِرَبِّكِ,لرب,لربك
وَٱسْجُدِى,ٱسجدى,واسجدى
وَٱرْكَعِى,ٱركعى,واركعى
أَنۢبَآءِ,ۢبٓء,انباء
ٱلْغَيْبِ,ٱلغيب,الغيب
نُوحِيهِ,نوح,نوحيه
لَدَيْهِمْ,لدي,لديهم
يُلْقُونَ,يلق,يلقون
أَقْلَٰمَهُمْ,قلٰم,اقلامهم
أَيُّهُمْ,يهم,ايهم
يَكْفُلُ,كفل,يكفل
يَخْتَصِمُونَ,خصم,يختصمون
يُبَشِّرُكِ,بشر,يبشرك
ٱسْمُهُ,ٱسم,اسمه
ٱلْمَسِيحُ,ٱلمسيح,المسيح
ٱبْنُ,ٱبن,ابن
وَجِيهًا,وجي,وجيها
ٱلْمُقَرَّبِينَ,ٱلمقرب,المقربين
وَيُكَلِّمُ,كلم,ويكلم
ٱلْمَهْدِ,ٱلمهد,المهد
وَكَهْلًا,كهل,وكهلا
وَلَدٌ,ولد,ولد
يَمْسَسْنِى,سسنى,يمسسنى
بَشَرٌ,بشر,بشر
كَذَٰلِكِ,كذٰل,كذالك
يَخْلُقُ,خلق,يخلق
وَيُعَلِّمُهُ,علم,ويعلمه
وَٱلتَّوْرَىٰةَ,وٱلتورىٰة,والتورىاة
وَرَسُولًا,رسل,ورسولا
أَنِّى,انى,انى
جِئْتُكُم,جئت,جيتكم
بِـَٔايَةٍ,بـٔ,بـاية
أَنِّىٓ,نىٓ,انى
أَخْلُقُ,خلق,اخلق
ٱلطِّينِ,ٱلط,الطين
كَهَيْـَٔةِ,كهيـٔ,كهيـة
فَأَنفُخُ,أنفخ,فانفخ
طَيْرًۢا,طيرۢ,طيرا
وَأُبْرِئُ,أبرئ,وابري
ٱلْأَكْمَهَ,ٱلأكم,الاكمه
وَٱلْأَبْرَصَ,ٱلأبرص,والابرص
وَأُحْىِ,أحى,واحى
وَأُنَبِّئُكُم,أنبئ,وانبيكم
تَأْكُلُونَ,أكل,تاكلون
تَدَّخِرُونَ,دخر,تدخرون
بُيُوتِكُمْ,بيت,بيوتكم
وَمُصَدِّقًا,صدق,ومصدقا
يَدَىَّ,يدى,يدى
ٱلتَّوْرَىٰةِ,ٱلتورىٰة,التورىاة
وَلِأُحِلَّ,أحل,ولاحل
حُرِّمَ,حرم,حرم
وَجِئْتُكُم,وجئ,وجيتكم
وَأَطِيعُونِ,أطع,واطيعون
رَبِّى,ربى,ربى
فَٱعْبُدُوهُ,ٱعبدو,فاعبدوه
صِرَٰطٌ,صرٰط,صراط
مُّسْتَقِيمٌ,قيم,مستقيم
أَحَسَّ,احس,احس
عِيسَىٰ,عيسىٰ,عيسىا
مِنْهُمُ,نهم,منهم
أَنصَارِىٓ,صارىٓ,انصارى
ٱلْحَوَارِيُّونَ,ٱلحوار,الحواريون
أَنصَارُ,صار,انصار
وَٱشْهَدْ,ٱشهد,واشهد
بِأَنَّا,بأن,بانا
أَنزَلْتَ,زلت,انزلت
وَٱتَّبَعْنَا,ٱتبع,واتبعنا
فَٱكْتُبْنَا,ٱكتب,فاكتبنا
ٱلشَّٰهِدِينَ,ٱلشٰهد,الشاهدين
وَمَكَرُوا۟,مكروا۟,ومكروا
وَمَكَرَ,مكر,ومكر
خَيْرُ,خير,خير
ٱلْمَٰكِرِينَ,ٱلمٰكر,الماكرين
يَٰعِيسَىٰٓ,يٰعيسىٰٓ,ياعيسىا
مُتَوَفِّيكَ,توف,متوفيك
وَرَافِعُكَ,رفع,ورافعك
إِلَىَّ,الى,الى
وَمُطَهِّرُكَ,طهر,ومطهرك
وَجَاعِلُ,جعل,وجاعل
ٱتَّبَعُوكَ,ٱتبعو,اتبعوك
فَوْقَ,فوق,فوق
مَرْجِعُكُمْ,رجع,مرجعكم
فَأَحْكُمُ,فأح,فاحكم
تَخْتَلِفُونَ,خلف,تختلفون
فَأُعَذِّبُهُمْ,أعذب,فاعذبهم
عَذَابًا,عذب,عذابا
شَدِيدًا,شدد,شديدا
فَيُوَفِّيهِمْ,فيف,فيوفيهم
أُجُورَهُمْ,اجر,اجورهم
نَتْلُوهُ,تلو,نتلوه
وَٱلذِّكْرِ,ٱلذكر,والذكر
ٱلْحَكِيمِ,ٱلحكيم,الحكيم
مَثَلَ,مثل,مثل
